# Time Series Data Export
# Dataset: 100
# Time Step: 1440
# Time Unit: 4
# Date/Time, Value
1/1/2009 0:00	 2.55
1/2/2009 0:00	 3.03
1/3/2009 0:00	 3.33
1/4/2009 0:00	 2.88
1/5/2009 0:00	 3.03
1/6/2009 0:00	 2.95
1/7/2009 0:00	 3.19
1/8/2009 0:00	 3.14
1/9/2009 0:00	 2.85
1/10/2009 0:00	 3.34
1/11/2009 0:00	 3.18
1/12/2009 0:00	 3.71
1/13/2009 0:00	 3.64
1/14/2009 0:00	 2.61
1/15/2009 0:00	 3.24
1/16/2009 0:00	 2.95
1/17/2009 0:00	 3.15
1/18/2009 0:00	 2.81
1/19/2009 0:00	 3.49
1/20/2009 0:00	 3.77
1/21/2009 0:00	 3.02
1/22/2009 0:00	 3.79
1/23/2009 0:00	 2.75
1/24/2009 0:00	 3.10
1/25/2009 0:00	 2.93
1/26/2009 0:00	 2.96
1/27/2009 0:00	 3.36
1/28/2009 0:00	 3.82
1/29/2009 0:00	 3.70
1/30/2009 0:00	 3.49
1/31/2009 0:00	 2.92
2/1/2009 0:00	 3.40
2/2/2009 0:00	 3.18
2/3/2009 0:00	 3.89
2/4/2009 0:00	 3.11
2/5/2009 0:00	 3.05
2/6/2009 0:00	 3.62
2/7/2009 0:00	 4.04
2/8/2009 0:00	 3.86
2/9/2009 0:00	 3.50
2/10/2009 0:00	 3.66
2/11/2009 0:00	 3.11
2/12/2009 0:00	 3.51
2/13/2009 0:00	 3.55
2/14/2009 0:00	 3.73
2/15/2009 0:00	 3.14
2/16/2009 0:00	 3.35
2/17/2009 0:00	 3.42
2/18/2009 0:00	 3.64
2/19/2009 0:00	 3.97
2/20/2009 0:00	 3.32
2/21/2009 0:00	 3.44
2/22/2009 0:00	 3.46
2/23/2009 0:00	 3.44
2/24/2009 0:00	 3.38
2/25/2009 0:00	 3.42
2/26/2009 0:00	 3.74
2/27/2009 0:00	 3.70
2/28/2009 0:00	 3.42
3/1/2009 0:00	 3.55
3/2/2009 0:00	 4.28
3/3/2009 0:00	 4.06
3/4/2009 0:00	 4.13
3/5/2009 0:00	 4.07
3/6/2009 0:00	 3.93
3/7/2009 0:00	 3.30
3/8/2009 0:00	 4.05
3/9/2009 0:00	 3.27
3/10/2009 0:00	 4.23
3/11/2009 0:00	 3.72
3/12/2009 0:00	 4.06
3/13/2009 0:00	 3.85
3/14/2009 0:00	 3.69
3/15/2009 0:00	 3.53
3/16/2009 0:00	 3.65
3/17/2009 0:00	 3.46
3/18/2009 0:00	 3.83
3/19/2009 0:00	 3.94
3/20/2009 0:00	 4.11
3/21/2009 0:00	 3.34
3/22/2009 0:00	 4.36
3/23/2009 0:00	 3.48
3/24/2009 0:00	 3.73
3/25/2009 0:00	 4.48
3/26/2009 0:00	 3.72
3/27/2009 0:00	 4.22
3/28/2009 0:00	 3.48
3/29/2009 0:00	 4.48
3/30/2009 0:00	 4.05
3/31/2009 0:00	 4.42
4/1/2009 0:00	 4.04
4/2/2009 0:00	 3.45
4/3/2009 0:00	 4.14
4/4/2009 0:00	 3.83
4/5/2009 0:00	 3.94
4/6/2009 0:00	 4.31
4/7/2009 0:00	 3.67
4/8/2009 0:00	 4.13
4/9/2009 0:00	 4.31
4/10/2009 0:00	 3.92
4/11/2009 0:00	 3.77
4/12/2009 0:00	 3.55
4/13/2009 0:00	 3.86
4/14/2009 0:00	 3.37
4/15/2009 0:00	 3.36
4/16/2009 0:00	 4.10
4/17/2009 0:00	 4.38
4/18/2009 0:00	 3.35
4/19/2009 0:00	 4.40
4/20/2009 0:00	 3.32
4/21/2009 0:00	 4.18
4/22/2009 0:00	 4.38
4/23/2009 0:00	 4.16
4/24/2009 0:00	 3.44
4/25/2009 0:00	 3.74
4/26/2009 0:00	 4.13
4/27/2009 0:00	 3.66
4/28/2009 0:00	 4.17
4/29/2009 0:00	 3.66
4/30/2009 0:00	 4.20
5/1/2009 0:00	 4.30
5/2/2009 0:00	 4.04
5/3/2009 0:00	 3.67
5/4/2009 0:00	 4.24
5/5/2009 0:00	 4.11
5/6/2009 0:00	 3.82
5/7/2009 0:00	 4.11
5/8/2009 0:00	 4.24
5/9/2009 0:00	 3.96
5/10/2009 0:00	 3.70
5/11/2009 0:00	 4.12
5/12/2009 0:00	 4.02
5/13/2009 0:00	 3.95
5/14/2009 0:00	 3.29
5/15/2009 0:00	 3.84
5/16/2009 0:00	 3.87
5/17/2009 0:00	 3.87
5/18/2009 0:00	 3.39
5/19/2009 0:00	 4.13
5/20/2009 0:00	 3.81
5/21/2009 0:00	 4.01
5/22/2009 0:00	 3.09
5/23/2009 0:00	 3.02
5/24/2009 0:00	 3.65
5/25/2009 0:00	 3.15
5/26/2009 0:00	 3.75
5/27/2009 0:00	 3.36
5/28/2009 0:00	 3.55
5/29/2009 0:00	 2.93
5/30/2009 0:00	 3.82
5/31/2009 0:00	 3.44
6/1/2009 0:00	 3.48
6/2/2009 0:00	 3.24
6/3/2009 0:00	 2.85
6/4/2009 0:00	 3.54
6/5/2009 0:00	 3.64
6/6/2009 0:00	 3.76
6/7/2009 0:00	 3.48
6/8/2009 0:00	 3.10
6/9/2009 0:00	 3.37
6/10/2009 0:00	 3.80
6/11/2009 0:00	 2.73
6/12/2009 0:00	 3.16
6/13/2009 0:00	 3.25
6/14/2009 0:00	 2.93
6/15/2009 0:00	 2.68
6/16/2009 0:00	 2.92
6/17/2009 0:00	 3.34
6/18/2009 0:00	 3.26
6/19/2009 0:00	 3.49
6/20/2009 0:00	 2.68
6/21/2009 0:00	 2.66
6/22/2009 0:00	 3.61
6/23/2009 0:00	 3.40
6/24/2009 0:00	 3.72
6/25/2009 0:00	 3.52
6/26/2009 0:00	 3.31
6/27/2009 0:00	 3.49
6/28/2009 0:00	 3.35
6/29/2009 0:00	 2.59
6/30/2009 0:00	 2.67
7/1/2009 0:00	 2.75
7/2/2009 0:00	 3.48
7/3/2009 0:00	 3.50
7/4/2009 0:00	 2.39
7/5/2009 0:00	 2.76
7/6/2009 0:00	 2.88
7/7/2009 0:00	 3.18
7/8/2009 0:00	 3.01
7/9/2009 0:00	 3.44
7/10/2009 0:00	 3.34
7/11/2009 0:00	 2.39
7/12/2009 0:00	 2.28
7/13/2009 0:00	 2.73
7/14/2009 0:00	 3.16
7/15/2009 0:00	 3.21
7/16/2009 0:00	 3.05
7/17/2009 0:00	 2.86
7/18/2009 0:00	 2.60
7/19/2009 0:00	 2.34
7/20/2009 0:00	 2.68
7/21/2009 0:00	 3.05
7/22/2009 0:00	 2.11
7/23/2009 0:00	 2.43
7/24/2009 0:00	 2.92
7/25/2009 0:00	 2.54
7/26/2009 0:00	 2.81
7/27/2009 0:00	 2.77
7/28/2009 0:00	 2.03
7/29/2009 0:00	 2.92
7/30/2009 0:00	 2.01
7/31/2009 0:00	 3.14
8/1/2009 0:00	 2.98
8/2/2009 0:00	 2.15
8/3/2009 0:00	 2.31
8/4/2009 0:00	 2.65
8/5/2009 0:00	 2.04
8/6/2009 0:00	 2.44
8/7/2009 0:00	 2.43
8/8/2009 0:00	 2.92
8/9/2009 0:00	 2.54
8/10/2009 0:00	 2.46
8/11/2009 0:00	 1.84
8/12/2009 0:00	 2.52
8/13/2009 0:00	 2.85
8/14/2009 0:00	 2.96
8/15/2009 0:00	 1.85
8/16/2009 0:00	 2.33
8/17/2009 0:00	 2.88
8/18/2009 0:00	 1.94
8/19/2009 0:00	 1.89
8/20/2009 0:00	 1.86
8/21/2009 0:00	 2.29
8/22/2009 0:00	 2.40
8/23/2009 0:00	 2.50
8/24/2009 0:00	 2.19
8/25/2009 0:00	 2.01
8/26/2009 0:00	 2.41
8/27/2009 0:00	 1.92
8/28/2009 0:00	 2.39
8/29/2009 0:00	 2.47
8/30/2009 0:00	 2.64
8/31/2009 0:00	 2.47
9/1/2009 0:00	 2.61
9/2/2009 0:00	 2.73
9/3/2009 0:00	 2.70
9/4/2009 0:00	 1.90
9/5/2009 0:00	 2.62
9/6/2009 0:00	 1.70
9/7/2009 0:00	 1.78
9/8/2009 0:00	 2.44
9/9/2009 0:00	 1.88
9/10/2009 0:00	 1.71
9/11/2009 0:00	 2.14
9/12/2009 0:00	 2.26
9/13/2009 0:00	 2.67
9/14/2009 0:00	 2.47
9/15/2009 0:00	 2.05
9/16/2009 0:00	 2.04
9/17/2009 0:00	 2.41
9/18/2009 0:00	 1.95
9/19/2009 0:00	 1.73
9/20/2009 0:00	 2.33
9/21/2009 0:00	 2.55
9/22/2009 0:00	 2.28
9/23/2009 0:00	 2.61
9/24/2009 0:00	 2.10
9/25/2009 0:00	 1.84
9/26/2009 0:00	 2.11
9/27/2009 0:00	 2.58
9/28/2009 0:00	 1.91
9/29/2009 0:00	 2.10
9/30/2009 0:00	 1.78
10/1/2009 0:00	 2.51
10/2/2009 0:00	 1.73
10/3/2009 0:00	 2.38
10/4/2009 0:00	 2.48
10/5/2009 0:00	 1.72
10/6/2009 0:00	 2.28
10/7/2009 0:00	 2.65
10/8/2009 0:00	 2.36
10/9/2009 0:00	 1.74
10/10/2009 0:00	 1.95
10/11/2009 0:00	 2.43
10/12/2009 0:00	 2.03
10/13/2009 0:00	 2.55
10/14/2009 0:00	 2.70
10/15/2009 0:00	 2.70
10/16/2009 0:00	 2.71
10/17/2009 0:00	 2.40
10/18/2009 0:00	 2.30
10/19/2009 0:00	 2.56
10/20/2009 0:00	 1.77
10/21/2009 0:00	 2.13
10/22/2009 0:00	 1.86
10/23/2009 0:00	 2.17
10/24/2009 0:00	 1.75
10/25/2009 0:00	 2.57
10/26/2009 0:00	 1.79
10/27/2009 0:00	 1.60
10/28/2009 0:00	 2.09
10/29/2009 0:00	 2.77
10/30/2009 0:00	 2.03
10/31/2009 0:00	 1.85
11/1/2009 0:00	 2.62
11/2/2009 0:00	 1.90
11/3/2009 0:00	 1.67
11/4/2009 0:00	 1.97
11/5/2009 0:00	 2.01
11/6/2009 0:00	 2.69
11/7/2009 0:00	 1.82
11/8/2009 0:00	 2.39
11/9/2009 0:00	 2.62
11/10/2009 0:00	 2.26
11/11/2009 0:00	 1.73
11/12/2009 0:00	 1.91
11/13/2009 0:00	 2.70
11/14/2009 0:00	 2.84
11/15/2009 0:00	 2.26
11/16/2009 0:00	 2.69
11/17/2009 0:00	 2.89
11/18/2009 0:00	 2.40
11/19/2009 0:00	 2.14
11/20/2009 0:00	 2.74
11/21/2009 0:00	 2.13
11/22/2009 0:00	 2.42
11/23/2009 0:00	 2.22
11/24/2009 0:00	 2.76
11/25/2009 0:00	 2.57
11/26/2009 0:00	 2.69
11/27/2009 0:00	 2.59
11/28/2009 0:00	 3.08
11/29/2009 0:00	 1.92
11/30/2009 0:00	 2.69
12/1/2009 0:00	 2.59
12/2/2009 0:00	 2.84
12/3/2009 0:00	 2.98
12/4/2009 0:00	 2.19
12/5/2009 0:00	 3.12
12/6/2009 0:00	 2.26
12/7/2009 0:00	 3.03
12/8/2009 0:00	 2.89
12/9/2009 0:00	 2.87
12/10/2009 0:00	 2.22
12/11/2009 0:00	 2.80
12/12/2009 0:00	 2.16
12/13/2009 0:00	 2.20
12/14/2009 0:00	 2.99
12/15/2009 0:00	 2.69
12/16/2009 0:00	 2.27
12/17/2009 0:00	 3.01
12/18/2009 0:00	 2.47
12/19/2009 0:00	 2.69
12/20/2009 0:00	 2.70
12/21/2009 0:00	 2.32
12/22/2009 0:00	 3.33
12/23/2009 0:00	 3.09
12/24/2009 0:00	 2.97
12/25/2009 0:00	 3.42
12/26/2009 0:00	 2.72
12/27/2009 0:00	 3.42
12/28/2009 0:00	 2.66
12/29/2009 0:00	 3.17
12/30/2009 0:00	 3.12
12/31/2009 0:00	 2.71
